winner,turns,win_rate_player_1,win_rate_player_2,cards_played_player_1,cards_played_player_2,hand_value_player_1,hand_value_player_2,score_player_1,score_player_2
CardCounter,11,0.41566265060240964,0.5843373493975904,6,7,123,0,6177,4787
CardCounter,12,0.4144144144144144,0.5855855855855856,6,7,34,0,6211,4787
CardCounter,13,0.41317365269461076,0.5868263473053892,6,7,24,0,6235,4787
Random,17,0.41492537313432837,0.5850746268656717,9,8,0,3,6235,4790
CardCounter,23,0.41369047619047616,0.5863095238095238,13,12,47,0,6282,4790
Random,77,0.41543026706231456,0.5845697329376854,41,41,0,26,6282,4816
Random,51,0.4171597633136095,0.5828402366863905,25,26,0,68,6282,4884
CardCounter,34,0.415929203539823,0.584070796460177,17,19,27,0,6309,4884
Random,44,0.4176470588235294,0.5823529411764706,25,24,0,31,6309,4915
Random,43,0.41935483870967744,0.5806451612903226,23,22,0,50,6309,4965
CardCounter,19,0.41812865497076024,0.5818713450292398,10,10,25,0,6334,4965
CardCounter,18,0.41690962099125367,0.5830903790087464,9,9,7,0,6341,4965
CardCounter,21,0.41569767441860467,0.5843023255813954,10,11,25,0,6366,4965
CardCounter,18,0.4144927536231884,0.5855072463768116,9,9,15,0,6381,4965
CardCounter,29,0.41329479768786126,0.5867052023121387,16,16,83,0,6464,4965
CardCounter,14,0.41210374639769454,0.5878962536023055,7,7,39,0,6503,4965
Random,14,0.41379310344827586,0.5862068965517241,7,7,0,78,6503,5043
CardCounter,14,0.41260744985673353,0.5873925501432665,7,7,24,0,6527,5043
Random,154,0.4142857142857143,0.5857142857142857,80,85,0,29,6527,5072
Random,15,0.41595441595441596,0.584045584045584,10,9,0,27,6527,5099
CardCounter,63,0.4147727272727273,0.5852272727272727,34,33,84,0,6611,5099
CardCounter,20,0.41359773371104813,0.5864022662889519,10,12,28,0,6639,5099
Random,26,0.4152542372881356,0.5847457627118644,16,13,0,36,6639,5135
Random,43,0.4169014084507042,0.5830985915492958,23,21,0,77,6639,5212
Random,22,0.41853932584269665,0.5814606741573034,11,12,0,37,6639,5249
Random,17,0.42016806722689076,0.5798319327731093,9,8,0,33,6639,5282
Random,84,0.42178770949720673,0.5782122905027933,45,44,0,20,6639,5302
Random,27,0.4233983286908078,0.5766016713091922,14,14,0,19,6639,5321
CardCounter,15,0.4222222222222222,0.5777777777777777,7,9,30,0,6669,5321
CardCounter,26,0.42105263157894735,0.5789473684210527,14,14,10,0,6679,5321
CardCounter,23,0.4198895027624309,0.580110497237569,12,13,65,0,6744,5321
